x_coord	y_coord	conditions	clusters	energy
-3.0950115	-40.256104	3R	Cluster3	12.3
40.663795	-58.202843	3R	Cluster3	12.5
-21.96196	-23.566504	3R	Cluster3	11
45.727573	-69.18311	3R	Cluster3	12.5
-96.809135	-24.244373	3R	Cluster0	12.5
-40.354313	13.400376	3R	Cluster0	12.3
-0.55745333	-44.723385	3R	Cluster3	12.3
-94.241745	-11.550873	3R	Cluster0	10.8
-31.817652	6.52665	3R	Cluster0	12.3
-0.6877954	-54.98962	3R	Cluster3	12.5
-62.62667	-24.853863	3R	Cluster0	12.3
56.19511	-52.44023	3R	Cluster4	12.5
-94.972534	-10.477394	3R	Cluster0	12.5
-58.371326	0.35831407	3R	Cluster0	12.5
-65.93872	-5.439588	3R	Cluster0	12.3
-8.304491	-51.585564	3R	Cluster3	12.5
-81.06066	-20.798016	3R	Cluster0	12.5
-59.127754	17.225578	3R	Cluster0	10.5
-73.66214	-25.016132	3R	Cluster0	12.3
-75.58949	-34.84542	3R	Cluster0	12.5
39.299305	-47.9878	3R	Cluster3	11.4
-77.0014	-19.434166	3R	Cluster0	12.3
-87.30153	-14.980278	3R	Cluster0	12.5
33.18383	8.093617	3R	Cluster1	12.5
-81.758606	-11.131765	3R	Cluster0	12.3
-40.033863	-4.1963997	3R	Cluster0	12.3
-68.35967	-29.142168	3R	Cluster0	12.5
-15.433687	-25.233795	3R	Cluster3	10.8
-41.296837	8.151036	3R	Cluster0	12.5
-13.886459	-21.936544	3R	Cluster3	12.5
-92.31654	-10.902112	3R	Cluster0	12.3
53.6049	-19.288324	3R	Cluster4	12.5
-58.018063	-23.493856	3R	Cluster0	11
32.852425	5.4630914	3R	Cluster1	10.5
-29.14578	10.799828	3R	Cluster0	12.5
64.59893	-24.834808	3R	Cluster4	12.2
-57.095173	13.569775	3R	Cluster0	12.5
31.724855	5.162822	3R	Cluster1	12.3
-45.29715	-6.407445	3R	Cluster0	12.3
-36.525238	6.2103114	3R	Cluster0	12.5
-69.72905	-27.599167	3R	Cluster0	12.3
6.633992	-5.315231	3R	Cluster3	9.4
-62.06352	2.3452501	3R	Cluster0	9.3
-35.66104	0.2933588	3R	Cluster0	10.8
-95.79471	-4.0292487	3R	Cluster0	10.6
-8.129944	-26.742508	3R	Cluster3	12.3
-77.94645	-20.194483	3R	Cluster0	12.3
-14.458259	-23.295242	3R	Cluster3	12.5
-70.89686	-34.1792	3R	Cluster0	12.3
-20.189354	-22.191944	3R	Cluster3	12.5
62.0182	-33.168407	3R	Cluster4	12.5
-85.38327	5.9600616	3R	Cluster0	12.3
-5.295907	-49.467247	3R	Cluster3	12.5
-66.14086	14.9142685	3R	Cluster0	12.5
55.622055	-17.695415	3R	Cluster4	10.5
-96.29241	-25.678532	3R	Cluster0	12.5
-92.94632	-31.585802	3R	Cluster0	12.5
-62.772686	7.4141736	3R	Cluster0	12.3
-11.111161	-30.860565	3R	Cluster3	12.5
-12.862291	-33.812172	3R	Cluster3	10.8
-5.709713	-49.533855	3R	Cluster3	12.5
61.735245	-29.9643	3R	Cluster4	12.5
-66.40992	-28.512915	3R	Cluster0	12.5
44.04018	-68.92498	3R	Cluster3	12.5
-71.57167	-32.275803	3R	Cluster0	12.5
-4.466158	-50.933	3R	Cluster3	12.5
-4.7267575	-54.04279	3R	Cluster3	12.5
-42.403725	11.502205	3R	Cluster0	12.3
-91.94832	-13.55326	3R	Cluster0	10.8
-55.764214	12.545851	3R	Cluster0	12.5
-93.93375	-25.976145	3R	Cluster0	12.5
-73.986115	-35.960392	3R	Cluster0	10.8
-42.216675	7.3669243	3R	Cluster0	10.5
-10.580233	-25.605778	3R	Cluster3	12.3
-92.89262	-11.06446	3R	Cluster0	12.5
-89.9608	-23.64608	3R	Cluster0	12.5
-64.74751	2.337365	3R	Cluster0	12.3
41.11528	4.899352	3R	Cluster1	12.3
67.62368	-27.639118	3R	Cluster4	12.5
7.4968867	-25.653814	3R	Cluster3	12.3
-96.32458	-13.438391	3R	Cluster0	12.3
-8.617225	-23.912241	3R	Cluster3	12.3
-1.2670382	-42.76755	3R	Cluster3	12.3
-9.464011	-0.3939364	3R	Cluster3	12.5
39.809845	-68.34121	3R	Cluster3	12.5
-5.4890423	-48.479088	3R	Cluster3	10.5
46.064022	-59.05727	3R	Cluster3	12.3
-97.141754	-28.55161	3R	Cluster0	10.8
-95.16934	-13.139832	3R	Cluster0	12.3
42.95884	-72.58316	3R	Cluster3	12.3
-88.44579	-12.488497	3R	Cluster0	12.3
-36.62106	-0.48909765	3R	Cluster0	12.5
-38.837074	7.7461305	3R	Cluster0	12.3
-71.66778	-31.559855	3R	Cluster0	10.8
-30.01425	5.6113353	3R	Cluster0	12.5
-32.68056	13.664403	3R	Cluster0	10.8
40.010513	-53.132053	3R	Cluster3	8.4
-79.31662	-31.687193	3R	Cluster0	12.3
-55.95459	1.2202779	3R	Cluster0	12.5
-33.198547	3.884896	3R	Cluster0	12.5
-91.683	-13.921562	3R	Cluster0	12.5
13.942647	-0.41750655	3R	Cluster3	8.4
40.246647	-53.934277	3R	Cluster3	11
-9.189394	-26.251976	3R	Cluster3	12.3
58.26964	-19.669508	3R	Cluster4	12.3
-66.81511	-30.242245	3R	Cluster0	12.3
41.99508	-63.216545	3R	Cluster3	12.5
35.018616	4.6063104	3R	Cluster1	12.3
-30.885136	14.778886	3R	Cluster0	12.5
-62.44604	-11.941651	3R	Cluster0	12.3
-95.28224	-23.234116	3R	Cluster0	10.8
-37.618584	4.951955	3R	Cluster0	10.8
-14.747884	-21.428051	3R	Cluster3	10.5
-10.116562	-26.637573	3R	Cluster3	12.3
-4.653603	-42.57011	3R	Cluster3	12.5
-10.77593	-54.136818	3R	Cluster3	12.3
-2.970703	-45.793312	3R	Cluster3	12.3
2.7804701	-48.282898	3R	Cluster3	11
0.7353818	-53.550495	3R	Cluster3	12.3
44.27764	-64.58534	3R	Cluster3	12.3
39.940784	-70.431526	3R	Cluster3	12.5
43.01348	-68.15269	3R	Cluster3	11
-62.487335	-11.93815	3R	Cluster0	12.3
62.22322	-28.021072	3R	Cluster4	12.5
-90.75237	-26.9068	3R	Cluster0	12.5
-10.61691	4.3593655	3R	Cluster3	8.7
58.822834	-56.978065	3R	Cluster4	12.5
-45.0326	1.0044576	3R	Cluster0	12.3
-82.23527	-20.91965	3R	Cluster0	12.3
-41.508835	11.653899	3R	Cluster0	12.5
-5.997143	-11.166509	3R	Cluster3	12.2
-64.66697	-30.48063	3R	Cluster0	12.5
-5.307031	-49.427723	3R	Cluster3	12.3
-17.137148	-30.188063	3R	Cluster3	12.5
-40.20743	9.61713	3R	Cluster0	12.5
-80.55821	-16.990036	3R	Cluster0	12.3
-5.4422445	-40.816906	3R	Cluster3	12.5
-77.94636	-30.874214	3R	Cluster0	12.5
57.62073	-57.669044	3R	Cluster4	11
-67.377464	-26.069508	3R	Cluster0	9.4
-58.256493	1.5653602	3R	Cluster0	12.3
-36.97537	-0.9264968	3R	Cluster0	12.3
-92.403275	-26.13496	3R	Cluster0	12.3
59.25914	-56.300518	3R	Cluster4	12.5
35.022957	4.6650167	3R	Cluster1	12.5
-81.06242	-32.11608	3R	Cluster0	12.5
67.272865	-33.777725	3R	Cluster4	12.3
-42.246574	9.49429	3R	Cluster0	12.5
-41.968826	-4.268671	3R	Cluster0	12.5
-6.514329	-49.52246	3R	Cluster3	12.5
36.594475	-64.62858	3R	Cluster3	12.3
-68.09326	-36.29607	3R	Cluster0	12.3
-44.219147	-1.4420031	3R	Cluster0	12.5
-46.258526	-3.845357	3R	Cluster0	12.5
0.27338687	-51.36534	3R	Cluster3	12.3
68.51357	-31.35531	3R	Cluster4	12.5
-4.173253	-7.631581	3R	Cluster3	9.4
-5.033787	-40.053272	3R	Cluster3	11
-19.711226	-28.903826	3R	Cluster3	12.5
-16.791039	-26.456404	3R	Cluster3	12.3
43.038025	-70.827866	3R	Cluster3	12.5
40.856503	-69.92459	3R	Cluster3	12.3
-99.79578	-13.817561	3R	Cluster0	12.3
-78.396576	-25.013088	3R	Cluster0	12.3
45.909748	-67.45708	3R	Cluster3	12.5
-35.329163	8.971865	3R	Cluster0	12.5
-1.8869766	-45.266403	3R	Cluster3	12.3
-70.841805	-9.966529	3R	Cluster0	12.5
-94.93307	-27.517889	3R	Cluster0	12.3
-2.3748279	-47.34166	3R	Cluster3	12.5
-57.31468	12.70113	3R	Cluster0	12.3
40.234215	-63.780247	3R	Cluster3	12.5
66.61907	-34.445103	3R	Cluster4	12.5
-96.146835	-23.4049	3R	Cluster0	12.5
-70.479034	-13.790048	3R	Cluster0	12.3
-45.746387	-3.2173686	3R	Cluster0	12.5
-93.59719	-33.356415	3R	Cluster0	12.5
-94.35143	-24.971178	3R	Cluster0	12.3
-85.317635	6.008583	3R	Cluster0	12.5
-32.729553	4.0812573	3R	Cluster0	10.8
43.823677	-59.105885	3R	Cluster3	10.8
-87.67568	-22.470366	3R	Cluster0	10.8
-65.08691	14.050032	3R	Cluster0	12.3
-9.763477	-43.843662	3R	Cluster3	10.8
-78.12996	-29.883312	3R	Cluster0	12.5
-87.58189	-10.940568	3R	Cluster0	12.5
-43.179127	7.1888065	3R	Cluster0	12.5
-45.08141	8.945365	3R	Cluster0	12.3
-34.523087	14.426031	3R	Cluster0	12.5
-7.79885	1.4204983	3R	Cluster3	9.7
-89.33087	-15.446025	3R	Cluster0	12.5
-48.19215	-3.2906985	3R	Cluster0	12.3
-100.46146	-23.241926	3R	Cluster0	9.4
-45.02236	-0.908064	3R	Cluster0	12.3
-57.644394	-0.0476905	3R	Cluster0	10.8
69.05293	27.670979	3R	Cluster1	10.8
-19.729338	-24.706656	3R	Cluster3	12.5
-61.438972	0.62364095	3R	Cluster0	9.5
2.636312	-50.083412	3R	Cluster3	12.5
-94.27777	-14.937821	3R	Cluster0	12.3
78.158745	-3.486874	3R	Cluster4	12.5
-46.323376	7.3841925	3R	Cluster0	12.3
-7.9732533	-24.674797	3R	Cluster3	12.5
-38.230698	10.423662	3R	Cluster0	12.5
-81.54144	-31.961191	3R	Cluster0	11
-37.511223	14.406104	3R	Cluster0	10.8
42.843487	-57.10464	3R	Cluster3	12.5
-78.95566	-17.565619	3R	Cluster0	12.3
-0.6832874	-47.11639	3R	Cluster3	10.8
42.713135	-59.804962	3R	Cluster3	10.8
63.667088	-31.740383	3R	Cluster4	12.3
40.001907	-68.28084	3R	Cluster3	10.5
-84.01411	-3.5280893	3R	Cluster0	10.6
43.397064	-62.774582	3R	Cluster3	11
-40.534824	0.6014615	3R	Cluster0	12.3
-48.884003	-1.6103194	3R	Cluster0	12.5
-14.37119	-23.196848	3R	Cluster3	12.5
-39.85575	-7.9339495	3R	Cluster0	12.2
-96.522064	-14.231422	3R	Cluster0	10.8
-6.3929157	-41.074696	3R	Cluster3	12.3
-3.049917	-28.058954	3R	Cluster3	12.5
-60.001923	3.4904525	3R	Cluster0	12.5
-45.929592	6.495963	3R	Cluster0	12.3
-90.95611	-2.3727252	3R	Cluster0	10.4
-30.889622	10.680134	3R	Cluster0	12.3
-22.503393	-25.254211	3R	Cluster3	12.5
-7.965185	-21.647438	3R	Cluster3	12.5
66.95628	-33.509033	3R	Cluster4	12.3
-60.22623	14.09044	3R	Cluster0	12.3
-52.7706	20.376505	3R	Cluster0	12.5
-34.048096	6.195955	3R	Cluster0	10.8
-95.93715	-25.725248	3R	Cluster0	12.5
-7.716869	-55.27074	3R	Cluster3	12.3
45.387146	-64.6705	3R	Cluster3	12.5
-33.661793	0.07954554	3R	Cluster0	12.5
-99.505104	-11.045358	3R	Cluster0	12.5
62.7342	-31.501595	3R	Cluster4	12.5
1.516979	-49.167984	3R	Cluster3	12.5
-15.249301	-27.816164	3R	Cluster3	10.8
-89.723724	-14.190358	3R	Cluster0	12.3
-43.36727	10.493028	3R	Cluster0	12.5
-96.81454	-13.091076	3R	Cluster0	12.5
7.126503	-10.103271	3R	Cluster3	9.6
-81.42721	-22.374462	3R	Cluster0	12.5
-62.029922	-5.641687	3R	Cluster0	12.5
-39.487877	-4.258559	3R	Cluster0	12.3
-100.159485	-25.412785	3R	Cluster0	10.5
64.00767	-31.312475	3R	Cluster4	12.3
-29.43516	6.069219	3R	Cluster0	12.5
-104.08309	-8.981874	3R	Cluster0	12.5
2.8631809	-48.6573	3R	Cluster3	10.8
-31.48278	8.403121	3R	Cluster0	12.3
40.136326	-64.081894	3R	Cluster3	12.5
-89.28875	-15.5330925	3R	Cluster0	12.5
-67.66038	10.497237	3R	Cluster0	12.3
-93.04252	-28.463505	3R	Cluster0	12.5
-64.11588	10.609171	3R	Cluster0	12.5
55.86779	-55.535965	3R	Cluster4	12.3
-94.082375	-7.931766	3R	Cluster0	12.3
-97.27689	-6.2377615	3R	Cluster0	10.8
-96.09007	-32.305553	3R	Cluster0	12.5
-6.168634	-50.93414	3R	Cluster3	12.5
59.394554	-19.892155	3R	Cluster4	12.3
-93.01375	-24.650322	3R	Cluster0	12.3
-82.92533	-29.27479	3R	Cluster0	12.5
-67.371735	-11.046305	3R	Cluster0	12.5
7.885766	-51.496216	3R	Cluster3	12.5
45.681725	-70.3638	3R	Cluster3	12.3
-19.65428	-22.00901	3R	Cluster3	12.5
59.096626	-56.06401	3R	Cluster4	12.3
-86.55139	6.5160027	3R	Cluster0	12.3
46.36864	-70.13217	3R	Cluster3	12.3
-75.47106	-34.89919	3R	Cluster0	12.5
69.518524	-31.79074	3R	Cluster4	12.5
58.885494	-19.030554	3R	Cluster4	12.3
43.692146	-68.013275	3R	Cluster3	12.3
-35.375366	6.5093126	3R	Cluster0	12.3
-40.056904	1.0664985	3R	Cluster0	12.3
38.401745	-67.039375	3R	Cluster3	12.3
-97.12016	-25.676765	3R	Cluster0	12.5
-93.14389	-25.939238	3R	Cluster0	12.5
-41.724236	9.511587	3R	Cluster0	10.5
-65.79461	-29.997408	3R	Cluster0	10.5
-67.88863	11.232933	3R	Cluster0	12.5
-79.70661	-28.249947	3R	Cluster0	12.3
-3.7193484	-48.929718	3R	Cluster3	12.5
-78.06552	-21.00655	3R	Cluster0	12.5
-38.80535	-1.8806959	3R	Cluster0	12.3
-77.37052	-18.43525	3R	Cluster0	12.3
-99.21315	-15.678052	3R	Cluster0	12.5
-55.911335	15.948274	3R	Cluster0	12.5
39.954132	3.277468	3R	Cluster1	10.8
-62.443024	14.749571	3R	Cluster0	11
-35.29348	9.165192	3R	Cluster0	12.3
43.241726	-60.40194	3R	Cluster3	12.5
45.542328	-59.59636	3R	Cluster3	12.5
-40.9398	8.78014	3R	Cluster0	12.3
43.561558	-69.52543	3R	Cluster3	12.3
-61.965572	-5.5780096	3R	Cluster0	12.5
57.756542	-19.770521	3R	Cluster4	12.3
-1.5045035	-53.699608	3R	Cluster3	12.5
-35.5859	5.493181	3R	Cluster0	9.4
32.56577	3.9789767	3R	Cluster1	12.3
-58.59483	0.75359964	3R	Cluster0	10.8
-2.1065686	-50.49034	3R	Cluster3	11
-47.07498	1.3914138	3R	Cluster0	12.3
-16.26061	-25.594316	3R	Cluster3	12.5
44.124092	-71.09706	3R	Cluster3	12.5
-100.732704	-10.68784	3R	Cluster0	12.3
-96.23045	-31.502722	3R	Cluster0	12.3
-10.013586	-23.973396	3R	Cluster3	12.3
-99.1793	-22.287622	3R	Cluster0	12.5
-82.70891	-29.070044	3R	Cluster0	12.3
-36.31902	13.780671	3R	Cluster0	12.5
48.412773	-68.51527	3R	Cluster3	12.3
-68.65389	9.289734	3R	Cluster0	12.3
-64.34243	-28.667421	3R	Cluster0	12.3
-6.749426	-43.484142	3R	Cluster3	12.5
-42.729004	9.697947	3R	Cluster0	12.5
48.420902	-68.5084	3R	Cluster3	10.8
-9.260234	-26.39914	3R	Cluster3	12.3
-16.742193	-26.777706	3R	Cluster3	12.5
-95.79813	-13.076074	3R	Cluster0	12.5
-15.427806	-24.738289	3R	Cluster3	12.5
-99.90732	-28.25141	3R	Cluster0	12.3
-90.807434	-22.884623	3R	Cluster0	12.3
37.18547	-52.24024	3R	Cluster3	12.5
8.343374	-52.48643	3R	Cluster3	12.5
-79.70521	-15.495144	3R	Cluster0	12.3
-89.71675	-18.153652	3R	Cluster0	12.5
-44.759205	3.5487306	3R	Cluster0	12.3
-38.43851	12.762877	3R	Cluster0	11
0.7850127	-54.1842	3R	Cluster3	12.5
-46.733913	4.1597486	3R	Cluster0	12.5
-2.8701553	-53.68565	3R	Cluster3	11
38.69209	-63.476925	3R	Cluster3	12.3
12.290758	-5.029454	3R	Cluster3	9.4
-70.08186	-32.337925	3R	Cluster0	11
44.58968	-58.687878	3R	Cluster3	12.3
-62.719326	13.973731	3R	Cluster0	12.3
-64.143906	10.043679	3R	Cluster0	12.5
-5.7400165	-42.579403	3R	Cluster3	12.5
-92.51512	-30.653095	3R	Cluster0	12.3
-24.454376	-25.218287	3R	Cluster3	12.3
43.96703	-59.06866	3R	Cluster3	12.5
-33.981018	14.011403	3R	Cluster0	12.3
-35.585537	7.4981313	3R	Cluster0	11
-66.58272	15.316636	3R	Cluster0	12.5
-37.57204	-5.074296	3R	Cluster0	10.8
-60.86731	2.6723185	3R	Cluster0	7.7
-92.83043	-30.82997	3R	Cluster0	12.3
43.955765	-62.908146	3R	Cluster3	11
-86.67927	4.418638	3R	Cluster0	12.3
-99.12851	-21.949444	3R	Cluster0	9.3
-42.190987	0.31859428	3R	Cluster0	12.5
8.077145	-26.86224	3R	Cluster3	12.5
-86.67042	5.613786	3R	Cluster0	12.5
63.518482	-31.308466	3R	Cluster4	10.8
-37.101215	-6.9034405	3R	Cluster0	12.3
-96.30595	-7.757725	3R	Cluster0	11
45.98692	-57.240513	3R	Cluster3	9.3
-29.995358	4.5680056	3R	Cluster0	12.3
-89.448746	-20.863611	3R	Cluster0	12.5
-79.05433	-16.73193	3R	Cluster0	12.3
8.382039	-52.678486	3R	Cluster3	12.3
-65.40974	17.030283	3R	Cluster0	12.3
16.760569	-31.539242	3R	Cluster3	12.2
-17.903915	-22.604351	3R	Cluster3	12.3
-67.89392	-10.205651	3R	Cluster0	12.5
-73.657745	-25.016193	3R	Cluster0	12.3
60.187183	-56.52069	3R	Cluster4	12.3
-7.024914	-3.8058379	3R	Cluster3	12.2
62.724174	-30.23846	3R	Cluster4	12.5
-96.348724	-14.002424	3R	Cluster0	12.3
62.55194	-30.2953	3R	Cluster4	12.3
-58.497566	10.149496	3R	Cluster0	12.3
-40.976933	-0.22688837	3R	Cluster0	12.3
-35.58243	8.939168	3R	Cluster0	12.3
-48.26578	-1.8749113	3R	Cluster0	12.3
-64.482185	16.156406	3R	Cluster0	12.3
-19.924778	-23.040247	3R	Cluster3	12.3
41.09567	-70.50588	3R	Cluster3	12.3
-78.717865	-14.123967	3R	Cluster0	12.5
-89.42571	-24.104084	3R	Cluster0	12.5
-19.122406	-29.296741	3R	Cluster3	12.5
-68.26875	-27.563513	3R	Cluster0	12.5
44.8287	-69.74254	3R	Cluster3	12.5
-39.82087	53.445328	3R	Cluster2	12.3
-29.145523	4.6232615	3R	Cluster0	12.3
-9.060898	-18.595661	3R	Cluster3	12.5
-74.58516	-33.16595	3R	Cluster0	12.3
-6.142986	-41.286583	3R	Cluster3	12.5
5.947082	-51.409992	3R	Cluster3	12.3
44.596027	-57.298904	3R	Cluster3	12.3
-47.68089	13.817378	3R	Cluster0	12.3
-96.354515	-8.469776	3R	Cluster0	10.8
-89.48419	-21.253195	3R	Cluster0	12.5
-7.724647	-56.02943	3R	Cluster3	10.8
-84.4263	-33.155018	3R	Cluster0	12.3
-64.01819	8.563019	3R	Cluster0	12.5
-76.43059	-22.219835	3R	Cluster0	10.8
-59.10974	14.517558	3R	Cluster0	10.8
-41.115547	8.47428	3R	Cluster0	12.5
-96.84911	-11.168873	3R	Cluster0	10.8
-4.66226	-44.86716	3R	Cluster3	10.5
-33.165108	5.934959	3R	Cluster0	12.3
-33.149628	15.31056	3R	Cluster0	12.5
-31.997982	6.3505464	3R	Cluster0	12.3
-22.518648	-27.22674	3R	Cluster3	12.3
-101.18468	-14.5043745	3R	Cluster0	12.5
-5.015391	-44.860855	3R	Cluster3	12.5
-66.142624	15.059033	3R	Cluster0	12.5
-92.43556	-28.659035	3R	Cluster0	12.3
57.749516	-4.9617057	3R	Cluster4	7.8
-28.703753	5.977863	3R	Cluster0	12.5
-80.18284	-27.777756	3R	Cluster0	12.3
-38.639416	-6.1114135	3R	Cluster0	12.5
35.680626	0.43689466	3R	Cluster1	12.5
-98.56657	-13.69237	3R	Cluster0	12.5
-60.125507	2.9914532	3R	Cluster0	10.8
-20.892849	-29.824778	3R	Cluster3	12.5
-4.148996	-44.21695	3R	Cluster3	11
-2.2897024	-53.32375	3R	Cluster3	12.5
-85.71123	-29.516222	3R	Cluster0	12.5
56.993267	-17.626244	3R	Cluster4	12.5
-65.85546	9.972922	3R	Cluster0	12.3
-8.433436	-53.75528	3R	Cluster3	12.3
-40.397484	-6.836963	3R	Cluster0	10.8
13.548103	-4.9828424	3R	Cluster3	12.2
-21.246944	-22.791817	3R	Cluster3	12.5
0.75887716	-54.77706	3R	Cluster3	12.5
-67.85992	-10.590633	3R	Cluster0	12.5
-48.265663	-4.2978473	3R	Cluster0	9.4
40.381054	-61.285072	3R	Cluster3	12.3
15.047801	-6.3001585	3R	Cluster3	10.5
-92.07857	-9.188267	3R	Cluster0	12.5
-67.57225	-27.423899	3R	Cluster0	12.3
-41.89239	-2.221266	3R	Cluster0	11
-79.93623	-13.908298	3R	Cluster0	12.5
-72.26287	10.861263	3R	Cluster0	10.8
-85.75737	-27.744572	3R	Cluster0	12.5
-90.070335	-22.691559	3R	Cluster0	12.3
-103.7105	-12.942423	3R	Cluster0	12.5
-48.64276	5.3422227	3R	Cluster0	12.5
-29.597012	7.1121216	3R	Cluster0	12.5
-1.6073679	-43.739624	3R	Cluster3	12.3
-94.33458	-10.0347	3R	Cluster0	12.3
-56.395916	13.784576	3R	Cluster0	12.5
-39.896046	13.012433	3R	Cluster0	11
43.652782	-64.31832	3R	Cluster3	12.3
-71.579666	-36.41402	3R	Cluster0	10.8
-78.22345	-20.43371	3R	Cluster0	12.3
59.765656	-54.400955	3R	Cluster4	12.5
-12.284952	8.802822	3R	Cluster3	9.6
-61.749733	7.0304375	3R	Cluster0	12.3
-2.7117698	-45.146915	3R	Cluster3	12.3
-81.41349	-29.696735	3R	Cluster0	12.5
-77.117645	-23.411854	3R	Cluster0	9.4
-16.893559	-24.637447	3R	Cluster3	12.5
-87.57925	-20.926737	3R	Cluster0	12.5
-69.8067	-22.90423	3R	Cluster0	7.8
-54.241344	14.424169	3R	Cluster0	12.5
-29.851532	9.960954	3R	Cluster0	12.5
-4.8111596	-9.833911	3R	Cluster3	8.4
58.420002	-57.9186	3R	Cluster4	12.3
54.994328	-18.35735	3R	Cluster4	12.3
54.702484	-18.488583	3R	Cluster4	12.3
55.77512	-56.971504	3R	Cluster4	10.8
-14.517938	-20.14074	3R	Cluster3	12.3
63.695847	-31.694082	3R	Cluster4	12.5
32.977398	0.19055083	3R	Cluster1	10.8
44.358067	-60.832203	3R	Cluster3	12.3
-79.26449	-22.15938	3R	Cluster0	12.3
38.31947	-51.478798	3R	Cluster3	12.5
-33.70099	8.185849	3R	Cluster0	12.3
-45.293175	9.052186	3R	Cluster0	12.5
-35.540974	9.959836	3R	Cluster0	12.5
-48.212112	1.9948541	3R	Cluster0	12.3
-77.5212	-10.881179	3R	Cluster0	10.8
-72.99517	-36.79489	3R	Cluster0	12.5
-67.75512	-26.747093	3R	Cluster0	12.5
-2.7578087	-45.12292	3R	Cluster3	12.3
15.245475	-7.849468	3R	Cluster3	10.5
-65.64179	14.902013	3R	Cluster0	12.3
-40.898407	9.050437	3R	Cluster0	12.5
-59.452553	10.127442	3R	Cluster0	12.3
-85.84581	-36.05454	3R	Cluster0	12.3
-2.0098894	-41.383335	3R	Cluster3	12.5
-64.15348	9.121719	3R	Cluster0	12.5
-80.665054	-21.847168	3R	Cluster0	12.3
7.785944	-9.921114	3R	Cluster3	9.4
-15.613896	-24.516016	3R	Cluster3	12.5
-61.420856	3.2065554	3R	Cluster0	9.3
40.49866	-58.0016	3R	Cluster3	12.5
-73.77977	-35.880676	3R	Cluster0	12.3
21.287275	13.368118	3R	Cluster1	12.2
-94.780785	-13.555767	3R	Cluster0	12.5
-37.284325	-1.3931707	3R	Cluster0	12.5
-93.87254	-29.979061	3R	Cluster0	12.5
-35.426163	15.0863905	3R	Cluster0	12.5
32.814102	0.18788901	3R	Cluster1	11
-102.953995	-9.537991	3R	Cluster0	12.3
-92.73162	-21.79719	3R	Cluster0	12.3
-8.463525	-22.82085	3R	Cluster3	11
-4.711116	-54.060352	3R	Cluster3	11
-94.05169	-26.059336	3R	Cluster0	12.5
-8.950261	-50.690796	3R	Cluster3	12.3
-78.5985	12.767732	3R	Cluster0	11
-19.600983	-23.716793	3R	Cluster3	12.3
-100.63593	-12.578524	3R	Cluster0	12.5
67.76109	-27.49327	3R	Cluster4	12.5
-14.615132	-21.07887	3R	Cluster3	10.8
-64.51147	14.384213	3R	Cluster0	12.3
42.48549	-49.385048	3R	Cluster3	12.3
-103.51173	-8.826871	3R	Cluster0	12.5
40.512543	-67.65629	3R	Cluster3	12.3
35.85415	1.9316996	3R	Cluster1	12.5
-7.9821324	-54.351276	3R	Cluster3	12.5
43.75633	7.0931077	3R	Cluster1	12.3
-18.530443	-25.532457	3R	Cluster3	12.5
41.86935	-61.05006	3R	Cluster3	12.3
-37.858276	-6.183531	3R	Cluster0	12.3
-96.30199	-24.893494	3R	Cluster0	12.5
55.57094	-57.16016	3R	Cluster4	12.5
40.172188	-54.006157	3R	Cluster3	11
-61.05553	-3.7763307	3R	Cluster0	12.5
-41.365913	10.818753	3R	Cluster0	12.3
-98.89261	-23.656687	3R	Cluster0	12.3
-35.329567	-3.8850408	3R	Cluster0	10.5
-66.57299	-28.509905	3R	Cluster0	12.5
-58.967117	14.158382	3R	Cluster0	9.4
-38.664253	12.777573	3R	Cluster0	10.8
-5.2749615	-50.26343	3R	Cluster3	12.5
-7.1993527	-3.536947	3R	Cluster3	12.2
-40.71386	4.7835426	3R	Cluster0	12.3
-57.059525	1.7782756	3R	Cluster0	10.8
-32.535305	9.475285	3R	Cluster0	12.5
-46.13215	-9.189982	3R	Cluster0	12.5
-100.5532	-8.470194	3R	Cluster0	12.5
-63.628773	6.9981203	3R	Cluster0	10.5
-87.07907	-15.39287	3R	Cluster0	12.5
53.392387	-19.39836	3R	Cluster4	12.5
-58.37634	7.10955	3R	Cluster0	12.3
-47.776928	-2.783242	3R	Cluster0	12.5
-20.891634	-22.218307	3R	Cluster3	12.5
-66.80547	11.021378	3R	Cluster0	12.5
42.102463	-56.326313	3R	Cluster3	12.5
-77.11773	-19.431868	3R	Cluster0	12.3
-64.78856	8.218412	3R	Cluster0	12.5
-34.329967	12.34349	3R	Cluster0	12.5
-20.282864	-23.231115	3R	Cluster3	12.5
-21.94213	-26.889853	3R	Cluster3	12.5
44.29726	-65.421616	3R	Cluster3	12.3
-57.79985	15.785707	3R	Cluster0	10.8
-97.304115	-11.176598	3R	Cluster0	12.5
41.44171	6.5154986	3R	Cluster1	12.3
-1.9252737	-52.74245	3R	Cluster3	12.3
35.33065	1.3011421	3R	Cluster1	12.5
-10.491098	-46.5004	3R	Cluster3	12.5
35.130768	1.3230871	3R	Cluster1	10.5
-70.84847	-32.562057	3R	Cluster0	12.5
-22.427378	-25.529345	3R	Cluster3	12.5
-74.47744	-32.47374	3R	Cluster0	10.8
-20.685644	-18.169722	3R	Cluster3	12.2
59.64436	-11.230369	3R	Cluster4	8.9
-30.900503	2.4668434	3R	Cluster0	12.5
-11.3307	-46.835873	3R	Cluster3	12.5
-32.11938	9.173996	3R	Cluster0	12.3
