x_coord	y_coord	conditions	clusters	energy
48.610035	14.653387	WT	Cluster1	7.8
37.54879	17.081234	WT	Cluster1	7.6
33.39968	24.864767	WT	Cluster1	7.8
43.905228	30.288033	WT	Cluster1	7.7
-1.3440129	-2.879879	WT	Cluster3	9.5
-83.77623	3.1936328	WT	Cluster0	10.6
-41.58969	49.286625	WT	Cluster2	10.4
36.334286	21.878773	WT	Cluster1	7.6
-61.216503	-21.795668	WT	Cluster0	10.6
-56.806164	-25.563448	WT	Cluster0	7.9
7.019919	1.3676904	WT	Cluster3	9.5
4.533822	-45.090775	WT	Cluster3	10.4
-1.5329831	-33.255066	WT	Cluster3	5.3
21.362785	11.233353	WT	Cluster1	16.5
-46.08902	9.889147	WT	Cluster0	10.6
-71.66185	-19.80545	WT	Cluster0	10.4
2.6448696	8.539246	WT	Cluster3	14.5
11.391815	-1.3495786	WT	Cluster3	10.1
4.043475	-39.34454	WT	Cluster3	9.5
0.016912356	-36.82049	WT	Cluster3	9.3
38.821606	16.284382	WT	Cluster1	8.2
80.12839	-11.622051	WT	Cluster4	6.2
-1.9296438	-34.985554	WT	Cluster3	9.3
89.0848	-23.375595	WT	Cluster4	7.6
66.314804	-26.397038	WT	Cluster4	10.6
-4.856486	-9.923895	WT	Cluster3	10.1
-93.39194	-2.5440507	WT	Cluster0	10.4
70.29311	-19.466684	WT	Cluster4	7.2
54.202114	5.9399586	WT	Cluster1	6.1
-16.645603	-32.382793	WT	Cluster3	9.5
4.6035624	1.0994043	WT	Cluster3	10.6
53.927242	14.452449	WT	Cluster1	7.7
-43.608917	56.328724	WT	Cluster2	10.6
61.42679	-9.903817	WT	Cluster4	8.9
57.301888	-1.3755476	WT	Cluster4	10
60.243626	21.532377	WT	Cluster1	7.6
30.49585	23.745115	WT	Cluster1	6.1
77.576416	-19.285788	WT	Cluster4	7.7
87.89518	-17.91828	WT	Cluster4	7.6
23.819756	33.8691	WT	Cluster1	7.7
33.73157	20.606003	WT	Cluster1	8.9
81.570076	-14.319807	WT	Cluster4	7.7
-41.751312	57.795372	WT	Cluster2	10.6
-80.929375	2.401934	WT	Cluster0	8.9
8.740565	-51.006107	WT	Cluster3	9.3
-22.7571	-32.093044	WT	Cluster3	8.1
-6.5044475	-22.251642	WT	Cluster3	7.9
0.5952081	-22.178528	WT	Cluster3	12.1
6.3774457	-11.050917	WT	Cluster3	7.4
9.609416	-11.307021	WT	Cluster3	9.2
-13.031237	-41.687206	WT	Cluster3	6.8
7.0017104	-10.531337	WT	Cluster3	9.4
2.7725034	-40.500366	WT	Cluster3	8.1
42.765835	-73.470955	WT	Cluster3	7.3
34.1344	31.565458	WT	Cluster1	3.6
-93.43694	-20.394022	WT	Cluster0	12.3
-82.392685	-3.2171414	WT	Cluster0	10.4
38.138065	17.070112	WT	Cluster1	7.6
-74.445984	-7.4240484	WT	Cluster0	10.6
6.7660003	2.9112842	WT	Cluster3	9.5
-6.4457955	-27.109413	WT	Cluster3	9.3
-43.038673	1.4915924	WT	Cluster0	10.4
77.17506	-6.2217283	WT	Cluster4	7.9
-73.55905	4.6370234	WT	Cluster0	10.6
-41.559765	50.96318	WT	Cluster2	10.4
2.8142226	-40.777687	WT	Cluster3	12.3
-43.72147	-4.413122	WT	Cluster0	10.4
-79.4166	-3.9789782	WT	Cluster0	10.6
1.7567949	-35.42048	WT	Cluster3	9.3
36.076466	30.660658	WT	Cluster1	7.6
81.411316	-17.39215	WT	Cluster4	10.4
51.32505	15.848199	WT	Cluster1	7.6
36.608475	26.76155	WT	Cluster1	7.8
38.144142	17.163515	WT	Cluster1	7.8
80.00307	-21.163952	WT	Cluster4	10.6
-90.64364	-33.274055	WT	Cluster0	6.1
-6.5719075	-29.292353	WT	Cluster3	9.3
86.35422	-27.272835	WT	Cluster4	2.8
-57.553978	-23.931261	WT	Cluster0	9.9
-1.8723783	-58.996933	WT	Cluster3	8.1
-1.7212777	-24.068554	WT	Cluster3	12.3
31.009457	24.377487	WT	Cluster1	7.9
61.41214	-7.879839	WT	Cluster4	9.9
3.7164738	-24.74541	WT	Cluster3	9.3
10.170727	-4.563922	WT	Cluster3	9.5
78.01086	-21.649553	WT	Cluster4	7.8
60.190624	14.323097	WT	Cluster1	7.9
-85.826965	2.7842302	WT	Cluster0	10.4
2.733297	7.0636497	WT	Cluster3	13.7
-16.648563	-32.388367	WT	Cluster3	9.5
54.32129	-3.9221392	WT	Cluster4	8.9
76.58083	-21.881159	WT	Cluster4	7.9
67.86243	-12.941883	WT	Cluster4	7.8
2.3871515	-3.8421264	WT	Cluster3	9.4
-42.9465	52.18055	WT	Cluster2	10.6
38.423122	-46.931705	WT	Cluster3	10.2
82.24415	-14.267057	WT	Cluster4	7.9
74.79704	-25.360031	WT	Cluster4	7.9
2.0156486	-47.53465	WT	Cluster3	12.3
-65.91466	6.0124006	WT	Cluster0	10.4
89.68616	-17.611214	WT	Cluster4	7.8
48.54844	14.51471	WT	Cluster1	7.8
-42.94608	13.437547	WT	Cluster0	10.4
3.1362917	-27.96667	WT	Cluster3	9.3
-2.7063823	-57.808655	WT	Cluster3	8.1
-1.1909744	-26.476807	WT	Cluster3	11.3
-60.7935	-21.79501	WT	Cluster0	10.6
-57.30706	-22.911667	WT	Cluster0	11.3
-84.51925	-4.274535	WT	Cluster0	10.4
-3.852677	-37.43386	WT	Cluster3	6.9
56.822655	17.487862	WT	Cluster1	7.8
37.30856	31.369484	WT	Cluster1	7.8
58.220257	0.93446004	WT	Cluster4	9.3
77.65423	-14.559935	WT	Cluster4	5.3
33.18943	28.898811	WT	Cluster1	10.4
-64.74632	-20.957134	WT	Cluster0	10.6
8.995485	-28.23538	WT	Cluster3	10.6
6.2867327	-33.461967	WT	Cluster3	9.3
25.378836	32.40747	WT	Cluster1	7.6
77.736534	-26.145058	WT	Cluster4	7.7
-37.242485	52.564606	WT	Cluster2	10.4
-80.38207	-2.0716422	WT	Cluster0	10.4
32.36788	26.475697	WT	Cluster1	6.1
-80.84906	2.3712482	WT	Cluster0	10.6
78.51205	-21.970682	WT	Cluster4	7.8
-72.79506	10.182029	WT	Cluster0	10.4
68.5945	-32.202137	WT	Cluster4	8.6
48.70114	-4.5298204	WT	Cluster1	9.1
-63.795002	0.2974768	WT	Cluster0	10.6
20.50101	12.190116	WT	Cluster1	16.5
47.27047	14.38093	WT	Cluster1	7.8
-5.310856	1.8560282	WT	Cluster3	9.5
-60.359352	-27.001081	WT	Cluster0	10.6
-67.73736	-22.650156	WT	Cluster0	10.4
-64.22943	-25.500648	WT	Cluster0	8.9
1.1302557	-42.33941	WT	Cluster3	5.2
80.005745	-21.06837	WT	Cluster4	7.6
3.5267143	7.71489	WT	Cluster3	14.5
5.7216525	-7.0087037	WT	Cluster3	9.4
6.8772817	-30.115232	WT	Cluster3	9.3
62.74084	11.237621	WT	Cluster1	7.8
-63.164886	-18.5034	WT	Cluster0	10.4
-5.9492416	5.7155104	WT	Cluster3	9.8
53.528065	25.384224	WT	Cluster1	7.8
-83.3559	-2.5851834	WT	Cluster0	10.4
-6.9992914	-40.203213	WT	Cluster3	11.3
-84.29068	-0.081723616	WT	Cluster0	8.6
25.59085	28.654339	WT	Cluster1	7.6
-89.27771	1.0981696	WT	Cluster0	10.4
48.842575	43.688713	WT	Cluster1	9.7
52.78892	25.008444	WT	Cluster1	7.8
61.20923	14.04814	WT	Cluster1	7.9
36.90881	-68.59437	WT	Cluster3	8.9
4.5614076	-40.290287	WT	Cluster3	9.5
10.220408	-47.9074	WT	Cluster3	12.1
61.15927	22.515503	WT	Cluster1	8.6
33.384575	21.810835	WT	Cluster1	7.9
-43.15726	55.278316	WT	Cluster2	10.6
64.23257	-26.212936	WT	Cluster4	10.4
56.810616	-3.9654012	WT	Cluster4	9.3
-44.467342	57.553387	WT	Cluster2	8.9
53.272976	14.717749	WT	Cluster1	7.6
76.335625	-23.91964	WT	Cluster4	7.8
64.70515	-29.424208	WT	Cluster4	10.6
6.3954597	-46.658794	WT	Cluster3	11.3
4.3711815	-38.38513	WT	Cluster3	9.5
3.797934	3.5621114	WT	Cluster3	9.2
-64.75845	-0.28334466	WT	Cluster0	10.6
-42.391323	55.939663	WT	Cluster2	10.4
76.19064	-29.496086	WT	Cluster4	7.6
11.411003	-34.324173	WT	Cluster3	9.5
-8.941921	-18.47104	WT	Cluster3	9.5
75.41812	-10.588668	WT	Cluster4	7.7
-66.40459	-22.370285	WT	Cluster0	10.4
-93.7531	-2.405167	WT	Cluster0	10.4
-2.9200332	-54.00729	WT	Cluster3	12.3
39.30203	-46.867165	WT	Cluster3	9.4
78.71529	-15.79603	WT	Cluster4	5.7
-40.777767	51.94302	WT	Cluster2	10.6
-2.549014	-57.00642	WT	Cluster3	10.6
93.892136	-15.953199	WT	Cluster4	10.6
63.61195	14.20519	WT	Cluster1	7.7
59.041763	11.893373	WT	Cluster1	7.8
75.57373	-28.629126	WT	Cluster4	7.9
86.94624	-16.854027	WT	Cluster4	7.7
-0.4580273	-1.7212179	WT	Cluster3	10.6
-74.42517	-15.702511	WT	Cluster0	10.6
32.242886	25.098442	WT	Cluster1	7.8
89.01165	-16.687843	WT	Cluster4	7.6
-10.31862	-46.731792	WT	Cluster3	10.6
-80.287704	-0.6648761	WT	Cluster0	10.4
1.56578	-33.937065	WT	Cluster3	9.5
89.33636	-12.859932	WT	Cluster4	7.2
58.39834	-0.14737271	WT	Cluster4	10.4
56.810963	-0.7130034	WT	Cluster4	9.9
-21.11855	-24.458221	WT	Cluster3	11.3
52.741894	21.05254	WT	Cluster1	7.6
87.80093	-11.376085	WT	Cluster4	7.2
-74.41028	-11.491699	WT	Cluster0	10.6
-69.47124	11.323293	WT	Cluster0	10.6
-3.8101296	4.7758393	WT	Cluster3	10.1
56.730392	18.816565	WT	Cluster1	5.4
75.15442	-23.402655	WT	Cluster4	7.9
0.90453494	-4.8417144	WT	Cluster3	9.7
87.70792	-15.882878	WT	Cluster4	6.2
82.23404	-15.158468	WT	Cluster4	7.9
-40.53766	50.97137	WT	Cluster2	10.4
-42.070347	51.810627	WT	Cluster2	10.6
5.649127	-28.97159	WT	Cluster3	9.3
93.185684	-19.800777	WT	Cluster4	7.8
-75.49421	-11.838389	WT	Cluster0	10.6
87.51754	-20.106445	WT	Cluster4	7.8
-1.6600828	-27.24366	WT	Cluster3	7.9
3.1764746	-1.7468457	WT	Cluster3	3.8
36.36151	15.623929	WT	Cluster1	2.2
10.162934	-26.972984	WT	Cluster3	10.4
-62.584198	-21.87657	WT	Cluster0	8.9
55.47304	20.789648	WT	Cluster1	7.6
38.224728	29.104471	WT	Cluster1	7.4
11.41354	-36.924088	WT	Cluster3	9.5
53.115665	13.019065	WT	Cluster1	8.2
61.130512	11.826941	WT	Cluster1	7.6
-47.21053	55.517975	WT	Cluster2	10.6
58.29079	0.5399632	WT	Cluster4	10.1
-6.260758	-51.693806	WT	Cluster3	11.3
-72.27252	-16.304577	WT	Cluster0	10.6
57.194687	-52.07279	WT	Cluster4	10.6
33.759464	20.484543	WT	Cluster1	10.6
9.828726	-8.300625	WT	Cluster3	9.3
62.489956	-9.405376	WT	Cluster4	10.3
-94.16419	-7.4733024	WT	Cluster0	11.3
68.79215	-34.38532	WT	Cluster4	9.8
72.47952	-29.600985	WT	Cluster4	7.7
-75.8413	-19.053547	WT	Cluster0	10.6
38.00511	-47.003426	WT	Cluster3	11.5
79.343216	-16.22614	WT	Cluster4	7.6
-87.47089	-4.6694646	WT	Cluster0	10.6
75.09722	-19.869738	WT	Cluster4	7.9
-88.49377	-3.167235	WT	Cluster0	10.6
30.12101	25.051075	WT	Cluster1	5.1
28.606613	25.16262	WT	Cluster1	7.8
-47.21786	55.518276	WT	Cluster2	10.6
35.230835	30.477186	WT	Cluster1	7.6
-62.659473	-24.304264	WT	Cluster0	10.6
24.745125	34.09767	WT	Cluster1	7.8
-8.1936455	-48.64257	WT	Cluster3	4.2
4.9705553	-4.76808	WT	Cluster3	8.6
37.13105	16.5378	WT	Cluster1	7.8
74.27505	-9.484873	WT	Cluster4	7.2
37.265392	30.844059	WT	Cluster1	7.9
-65.9966	7.2397656	WT	Cluster0	10.6
-91.462494	-3.3597052	WT	Cluster0	10.4
56.461193	1.7539173	WT	Cluster1	10.6
-8.767611	1.4820178	WT	Cluster3	9.4
6.7317424	-36.727505	WT	Cluster3	9.3
-70.15622	7.086223	WT	Cluster0	10.4
15.084628	-3.967203	WT	Cluster3	9.5
39.71733	15.612037	WT	Cluster1	7.9
-91.58988	0.91386217	WT	Cluster0	10.6
61.76923	-8.923561	WT	Cluster4	10.3
55.941147	-0.20759054	WT	Cluster1	9.8
-44.367218	58.052895	WT	Cluster2	10.4
51.223587	13.576892	WT	Cluster1	7.6
68.597435	-15.346373	WT	Cluster4	7.8
53.375954	16.907143	WT	Cluster1	7.9
-40.78952	51.976376	WT	Cluster2	10.6
74.10033	-17.36999	WT	Cluster4	7.6
10.081649	1.5423503	WT	Cluster3	9.1
-86.22332	-3.160894	WT	Cluster0	10.6
-3.0322578	-0.77002394	WT	Cluster3	9.7
90.65351	-16.38642	WT	Cluster4	7.6
-11.601112	-41.352173	WT	Cluster3	6.9
9.292742	-2.762516	WT	Cluster3	9.7
-43.100002	50.940865	WT	Cluster2	10.6
-62.97005	0.45147794	WT	Cluster0	10.4
87.26825	-15.365198	WT	Cluster4	5.8
33.750214	23.381996	WT	Cluster1	7.7
-82.70937	-3.0167239	WT	Cluster0	10.4
-84.13544	-1.2431728	WT	Cluster0	8.9
74.91935	-22.779434	WT	Cluster4	7.8
-90.62134	-4.2121897	WT	Cluster0	10.6
48.84172	8.2275915	WT	Cluster1	10.6
-84.71479	-1.5172578	WT	Cluster0	10.6
81.64908	-26.456709	WT	Cluster4	7.8
11.315043	-40.030025	WT	Cluster3	9.5
25.211618	28.426195	WT	Cluster1	7.6
51.96625	14.0847225	WT	Cluster1	7.6
8.70513	-4.4179645	WT	Cluster3	9.4
-19.66172	-35.06649	WT	Cluster3	12.3
-40.74451	49.08893	WT	Cluster2	10.6
-75.25773	-21.624231	WT	Cluster0	12.3
24.230574	35.239174	WT	Cluster1	9.6
-18.038464	-19.314651	WT	Cluster3	9.3
-77.906906	-31.509794	WT	Cluster0	12.3
87.58048	-19.490364	WT	Cluster4	7.8
2.606551	7.432091	WT	Cluster3	13.7
76.19753	-24.619886	WT	Cluster4	7.9
6.139139	-6.0633216	WT	Cluster3	9.4
-47.687763	14.630696	WT	Cluster0	8.6
24.099897	40.678318	WT	Cluster1	10.4
-83.355415	9.1266985	WT	Cluster0	10.4
52.292873	15.727852	WT	Cluster1	7.8
2.749584	-44.561592	WT	Cluster3	10.4
74.12808	-14.617692	WT	Cluster4	10.4
-1.8997378	-22.043333	WT	Cluster3	7.9
-8.048894	-31.086622	WT	Cluster3	9.5
37.978245	27.41561	WT	Cluster1	7.6
56.098526	22.145485	WT	Cluster1	7.8
-73.93872	-17.799397	WT	Cluster0	10.6
54.266907	6.1677012	WT	Cluster1	7.8
1.165021	-23.09858	WT	Cluster3	9.5
29.602846	27.178072	WT	Cluster1	7.8
80.63564	-20.451439	WT	Cluster4	6.2
-97.70431	-26.51343	WT	Cluster0	9.8
88.78072	-13.897267	WT	Cluster4	7.8
-72.07818	-16.530481	WT	Cluster0	10.6
57.627502	16.674294	WT	Cluster1	7.6
-72.069244	-17.596424	WT	Cluster0	10.6
9.852771	-32.82151	WT	Cluster3	9.5
-43.497154	48.116707	WT	Cluster2	10.6
-4.6511574	-46.533955	WT	Cluster3	10.4
48.694008	8.333157	WT	Cluster1	6.7
79.06836	-13.025155	WT	Cluster4	8.2
-2.3349679	-22.106615	WT	Cluster3	10.4
-1.088337	-56.16943	WT	Cluster3	11.5
5.4538217	-29.824495	WT	Cluster3	9.3
-91.3256	-32.471706	WT	Cluster0	9.7
85.61169	-27.542606	WT	Cluster4	7.6
66.36867	-15.440385	WT	Cluster4	5.3
-0.21322976	-13.870772	WT	Cluster3	9.5
-65.26484	-24.9726	WT	Cluster0	10.6
45.957527	5.331028	WT	Cluster1	10.4
-44.155605	12.6316595	WT	Cluster0	10.6
26.60089	32.581818	WT	Cluster1	7.2
11.270557	-39.84922	WT	Cluster3	9.3
76.32537	-24.946833	WT	Cluster4	7.9
-8.624175	5.918149	WT	Cluster3	9.5
6.6596613	-36.48575	WT	Cluster3	9.3
35.82589	28.291239	WT	Cluster1	7.8
-81.26233	-1.1145399	WT	Cluster0	10.4
6.1413846	-5.868997	WT	Cluster3	9.3
-78.85453	2.7871869	WT	Cluster0	10.6
57.9204	-3.391936	WT	Cluster4	10.3
-1.6297406	-0.9401439	WT	Cluster3	9.3
57.637707	-4.2075443	WT	Cluster4	12.8
-1.7081499	-3.411909	WT	Cluster3	10.1
69.84994	-18.286272	WT	Cluster4	7.7
-6.819379	31.725487	WT	Cluster2	10.4
-6.383119	5.8651853	WT	Cluster3	10
92.54173	-21.402357	WT	Cluster4	7.8
1.6670139	6.8063684	WT	Cluster3	13.4
10.4974985	-9.345276	WT	Cluster3	7.7
83.68423	-19.281927	WT	Cluster4	7.7
68.902794	-30.202053	WT	Cluster4	10.6
55.405373	-48.585674	WT	Cluster4	9.8
63.072548	-8.770703	WT	Cluster4	9.2
53.920483	22.932833	WT	Cluster1	6.1
10.76748	-5.1814837	WT	Cluster3	9.5
38.205082	27.915276	WT	Cluster1	7.9
85.056786	-21.150684	WT	Cluster4	7.4
7.4999185	-0.87660843	WT	Cluster3	9.5
5.775619	-38.749516	WT	Cluster3	9.5
-63.233963	-20.067717	WT	Cluster0	10.6
-41.639492	52.201252	WT	Cluster2	10.6
-37.308838	82.16346	WT	Cluster2	8.5
-70.580284	5.94094	WT	Cluster0	10.6
-1.8011609	-3.6121266	WT	Cluster3	9.1
38.244408	26.178686	WT	Cluster1	7.9
-21.582201	-27.069162	WT	Cluster3	11.3
44.466206	4.020603	WT	Cluster1	12.3
63.7185	-26.141665	WT	Cluster4	10.6
-0.55140334	4.3879423	WT	Cluster3	9.4
8.661829	-49.956097	WT	Cluster3	9.5
63.242317	13.011334	WT	Cluster1	7.6
2.453484	-2.9872572	WT	Cluster3	9.7
10.750856	-7.508493	WT	Cluster3	9.9
3.1598103	-34.135296	WT	Cluster3	9.5
-43.94055	54.186016	WT	Cluster2	8.9
83.29319	-12.283132	WT	Cluster4	10.6
31.593977	25.951035	WT	Cluster1	6.1
40.346947	7.8381634	WT	Cluster1	9.3
-65.5293	-21.83074	WT	Cluster0	10.4
-42.12708	48.6355	WT	Cluster2	10.6
-103.07032	-24.591824	WT	Cluster0	11.5
-0.6877729	-40.59926	WT	Cluster3	10.6
90.05056	-17.753492	WT	Cluster4	7.8
80.62479	-13.611886	WT	Cluster4	7.7
-64.55281	-23.096525	WT	Cluster0	10.6
-65.90979	-23.39809	WT	Cluster0	10.6
61.91044	-10.29281	WT	Cluster4	9.1
-61.751225	-2.5102198	WT	Cluster0	10.4
2.129642	2.948431	WT	Cluster3	6
-87.43618	3.4860952	WT	Cluster0	8.9
-1.0869541	-35.506557	WT	Cluster3	9.5
-0.54362434	-3.8049595	WT	Cluster3	9.3
-8.341676	0.75683284	WT	Cluster3	7.6
53.659344	15.282329	WT	Cluster1	7.8
-71.6788	5.218479	WT	Cluster0	10.4
54.47481	4.02516	WT	Cluster1	4.8
-17.803774	-19.25557	WT	Cluster3	9.3
8.591678	2.3942668	WT	Cluster3	9.4
92.79848	-21.116457	WT	Cluster4	7.9
83.368996	-14.980617	WT	Cluster4	7.7
-4.1153727	-26.770552	WT	Cluster3	6.1
56.49012	-0.39055455	WT	Cluster4	9.1
55.770638	-47.395885	WT	Cluster4	11.5
-6.716537	-27.365923	WT	Cluster3	9.5
-35.853676	1.948079	WT	Cluster0	12.3
-67.05641	7.0822077	WT	Cluster0	10.4
81.716934	-13.861458	WT	Cluster4	7.9
0.85587806	1.2029886	WT	Cluster3	9.3
-89.80595	-3.239376	WT	Cluster0	10.6
-92.09144	-3.7100902	WT	Cluster0	10.6
-42.734203	55.80039	WT	Cluster2	10.6
47.160072	16.484215	WT	Cluster1	7.7
88.78058	-13.897256	WT	Cluster4	7.8
-6.222229	-11.57909	WT	Cluster3	5.9
66.89324	-15.190727	WT	Cluster4	7.9
-3.213769	10.10917	WT	Cluster3	10.4
3.9834006	-29.365536	WT	Cluster3	9.3
-6.630636	3.9959035	WT	Cluster3	9.5
62.421185	15.679739	WT	Cluster1	7.7
10.186417	-47.88761	WT	Cluster3	10.4
82.23728	-15.035853	WT	Cluster4	7.6
-73.49209	-11.943049	WT	Cluster0	10.4
7.5663276	-8.729596	WT	Cluster3	10.1
-78.712746	7.576639	WT	Cluster0	10.6
25.62064	27.13974	WT	Cluster1	7.8
-92.77113	-10.865359	3R	Cluster0	12.5
-68.708755	3.660901	3R	Cluster0	12.2
-36.859154	0.23364383	3R	Cluster0	12.5
-70.37636	-18.582249	3R	Cluster0	10.6
-67.560936	-13.443952	3R	Cluster0	12.3
-46.866318	1.2990645	3R	Cluster0	12.5
-78.717606	-20.300568	3R	Cluster0	12.5
-30.689547	10.6115885	3R	Cluster0	12.5
-93.63317	-31.330805	3R	Cluster0	12.3
-37.673218	0.6675923	3R	Cluster0	12.3
-78.442085	-25.067614	3R	Cluster0	12.5
-16.88952	-27.615112	3R	Cluster3	10.5
-2.2047732	-43.342587	3R	Cluster3	10.8
-80.81221	-29.886068	3R	Cluster0	12.5
-94.973274	-10.5785675	3R	Cluster0	12.5
-84.16925	-28.559906	3R	Cluster0	12.5
44.431187	-64.0803	3R	Cluster3	12.3
43.36501	-58.404057	3R	Cluster3	10.8
-6.5750136	-48.130726	3R	Cluster3	12.5
-11.155093	-30.755331	3R	Cluster3	12.5
63.71479	-33.376705	3R	Cluster4	12.3
-83.681595	7.1869454	3R	Cluster0	10.8
-9.374137	-18.665684	3R	Cluster3	10.8
-44.871357	9.241473	3R	Cluster0	12.5
-88.35518	-11.409993	3R	Cluster0	12.3
45.205772	-60.366356	3R	Cluster3	12.3
-40.72328	6.2099533	3R	Cluster0	12.5
-60.396446	6.830183	3R	Cluster0	10.8
36.482	-64.6491	3R	Cluster3	12.3
-78.75682	-20.351917	3R	Cluster0	12.3
33.520958	1.5471623	3R	Cluster1	12.3
-77.201485	-27.22712	3R	Cluster0	12.3
32.23058	2.9289808	3R	Cluster1	10.8
-32.201862	3.4351	3R	Cluster0	12.5
-20.273962	-29.469965	3R	Cluster3	12.3
-92.45799	-21.055197	3R	Cluster0	12.5
-34.628635	5.9550056	3R	Cluster0	11
-8.726478	-42.745262	3R	Cluster3	9.3
-65.93927	-3.9857538	3R	Cluster0	12.3
-100.44131	-8.614205	3R	Cluster0	12.5
43.921944	-71.64022	3R	Cluster3	12.5
43.31382	-60.23924	3R	Cluster3	10.8
-12.235102	-46.414265	3R	Cluster3	12.3
-16.668482	-23.178503	3R	Cluster3	12.3
-95.97672	-30.859573	3R	Cluster0	10.8
44.25552	-72.23474	3R	Cluster3	12.3
-40.51582	4.4018126	3R	Cluster0	12.5
61.57685	-32.504353	3R	Cluster4	12.5
45.251305	-69.58446	3R	Cluster3	12.3
-93.52662	-9.736926	3R	Cluster0	12.3
-73.18743	-34.60191	3R	Cluster0	12.3
-6.838102	-4.3857646	3R	Cluster3	12.2
40.508476	-67.650246	3R	Cluster3	10.8
-12.17435	-33.795998	3R	Cluster3	12.3
-98.356895	-12.990593	3R	Cluster0	12.3
-18.78693	-29.453949	3R	Cluster3	12.3
-19.11787	-30.183004	3R	Cluster3	10.8
39.81497	-52.414997	3R	Cluster3	11.4
-5.6120043	-44.240196	3R	Cluster3	10.8
68.59357	-31.848257	3R	Cluster4	9.3
41.126797	-58.82362	3R	Cluster3	12.5
-61.733887	9.251175	3R	Cluster0	12.3
44.65666	-71.22583	3R	Cluster3	12.5
63.781742	-33.37516	3R	Cluster4	12.3
-98.63834	-13.665959	3R	Cluster0	12.3
43.88755	-64.0077	3R	Cluster3	12.5
-41.457943	11.14533	3R	Cluster0	10.8
-100.51767	-12.230123	3R	Cluster0	12.5
-88.52649	-1.2836301	3R	Cluster0	9.5
46.51113	-60.663826	3R	Cluster3	10.8
2.42992	-49.99027	3R	Cluster3	10.5
-81.723625	-28.744473	3R	Cluster0	12.5
-92.15997	-21.019838	3R	Cluster0	12.5
7.8862343	-51.49285	3R	Cluster3	12.3
3.2520654	-51.130066	3R	Cluster3	12.5
-84.29572	-33.339134	3R	Cluster0	10.5
51.278645	-45.841152	3R	Cluster4	14.1
-62.802605	7.4764524	3R	Cluster0	12.3
68.52012	-30.599983	3R	Cluster4	12.3
-99.51114	-24.48341	3R	Cluster0	12.5
-91.34044	-30.405933	3R	Cluster0	12.3
-8.399594	-51.197594	3R	Cluster3	12.5
-4.7095428	-49.085857	3R	Cluster3	10.5
-92.006996	-9.893041	3R	Cluster0	12.5
-61.750866	9.535512	3R	Cluster0	10.5
-96.56067	-27.348106	3R	Cluster0	12.5
-44.994057	-3.6048248	3R	Cluster0	12.5
-90.671776	-20.806107	3R	Cluster0	12.5
-83.2122	7.8358493	3R	Cluster0	10.8
-75.431786	-27.029102	3R	Cluster0	12.3
-60.669323	-0.8300102	3R	Cluster0	10.4
-81.71035	-28.672691	3R	Cluster0	12.3
-31.020163	14.688087	3R	Cluster0	12.3
-70.47206	-20.939919	3R	Cluster0	8.6
46.803	-71.499	3R	Cluster3	12.3
-64.95033	8.914311	3R	Cluster0	12.5
-46.67963	-4.5899234	3R	Cluster0	12.5
56.05398	-51.07668	3R	Cluster4	12.3
44.764584	-59.931713	3R	Cluster3	12.5
-96.28658	-26.447397	3R	Cluster0	12.3
-9.292567	-45.041428	3R	Cluster3	12.5
45.75591	-63.709244	3R	Cluster3	12.5
41.16449	-71.66375	3R	Cluster3	12.5
56.917034	-52.93777	3R	Cluster4	12.5
-2.1022253	-46.261265	3R	Cluster3	12.3
-93.93348	-11.520332	3R	Cluster0	12.3
-96.6749	-18.220652	3R	Cluster0	12.5
-45.54678	4.862617	3R	Cluster0	10.5
-93.94286	-11.567418	3R	Cluster0	10.8
-6.678278	1.6863054	3R	Cluster3	9.4
-2.236114	-56.583755	3R	Cluster3	10.8
-91.18948	-26.844616	3R	Cluster0	12.5
-83.9285	-32.073734	3R	Cluster0	12.5
40.17195	-71.29303	3R	Cluster3	12.5
7.324078	-41.720596	3R	Cluster3	9.3
-36.60457	8.195785	3R	Cluster0	12.5
-74.82116	-34.855824	3R	Cluster0	11
41.095894	-63.29749	3R	Cluster3	12.5
-42.327316	-4.656371	3R	Cluster0	12.5
-96.318596	-31.272968	3R	Cluster0	12.5
37.06946	-64.62164	3R	Cluster3	12.5
-81.52212	-19.27675	3R	Cluster0	12.3
40.942516	6.7584333	3R	Cluster1	12.3
-63.22678	7.8917265	3R	Cluster0	12.5
-72.048515	-35.838593	3R	Cluster0	12.5
-60.36595	6.6528163	3R	Cluster0	12.5
-80.52084	-20.673784	3R	Cluster0	12.5
-90.84097	-27.769394	3R	Cluster0	12.5
-86.7693	11.551666	3R	Cluster0	12.3
-66.20758	-11.053416	3R	Cluster0	10.5
44.849667	-59.537117	3R	Cluster3	12.5
44.28568	-59.75292	3R	Cluster3	12.5
-39.816933	8.950695	3R	Cluster0	12.3
-68.67625	-28.144749	3R	Cluster0	12.5
55.064766	-19.397415	3R	Cluster4	10.8
32.97818	-0.2740314	3R	Cluster1	12.3
42.954113	7.6973834	3R	Cluster1	11
0.055956393	-44.31207	3R	Cluster3	12.5
90.40099	-11.243147	3R	Cluster4	12.3
-47.309593	-2.3424492	3R	Cluster0	12.5
37.342064	-52.224052	3R	Cluster3	10.1
59.835247	-11.642486	3R	Cluster4	10.7
-69.913315	-22.028553	3R	Cluster0	10.6
-33.401337	6.4673815	3R	Cluster0	12.3
